ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_assay,Metadata_genotype,Metadata_minutes,Metadata_wellNum,Metadata_wellNum,Math_area_micronsq,TrackObjects_Label_10
53,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--20min.tif,0,0,inhibitor,corrected1,20,005,005,49952.25,1.0
53,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--20min.tif,0,0,inhibitor,corrected1,20,005,005,10611.0,2.0
53,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--20min.tif,0,0,inhibitor,corrected1,20,005,005,2378.25,3.0
53,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--20min.tif,0,0,inhibitor,corrected1,20,005,005,12946.5,4.0
53,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--20min.tif,0,0,inhibitor,corrected1,20,005,005,9497.25,5.0
53,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--20min.tif,0,0,inhibitor,corrected1,20,005,005,2378.25,5.0
53,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--20min.tif,0,0,inhibitor,corrected1,20,005,005,9470.25,6.0
53,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--20min.tif,0,0,inhibitor,corrected1,20,005,005,5476.5,7.0
53,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--20min.tif,0,0,inhibitor,corrected1,20,005,005,10215.0,8.0
53,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--20min.tif,0,0,inhibitor,corrected1,20,005,005,2569.5,9.0
54,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--25min.tif,0,0,inhibitor,corrected1,25,005,005,49900.5,1.0
54,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--25min.tif,0,0,inhibitor,corrected1,25,005,005,10676.25,2.0
54,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--25min.tif,0,0,inhibitor,corrected1,25,005,005,2355.75,3.0
54,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--25min.tif,0,0,inhibitor,corrected1,25,005,005,13002.75,4.0
54,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--25min.tif,0,0,inhibitor,corrected1,25,005,005,9452.25,5.0
54,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--25min.tif,0,0,inhibitor,corrected1,25,005,005,2371.5,5.0
54,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--25min.tif,0,0,inhibitor,corrected1,25,005,005,9432.0,6.0
54,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--25min.tif,0,0,inhibitor,corrected1,25,005,005,5496.75,7.0
54,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--25min.tif,0,0,inhibitor,corrected1,25,005,005,10275.75,8.0
54,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--25min.tif,0,0,inhibitor,corrected1,25,005,005,2544.75,9.0
55,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--30min.tif,0,0,inhibitor,corrected1,30,005,005,10638.0,2.0
55,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--30min.tif,0,0,inhibitor,corrected1,30,005,005,49565.25,1.0
55,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--30min.tif,0,0,inhibitor,corrected1,30,005,005,2369.25,3.0
55,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--30min.tif,0,0,inhibitor,corrected1,30,005,005,13032.0,4.0
55,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--30min.tif,0,0,inhibitor,corrected1,30,005,005,9418.5,5.0
55,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--30min.tif,0,0,inhibitor,corrected1,30,005,005,2301.75,5.0
55,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--30min.tif,0,0,inhibitor,corrected1,30,005,005,9447.75,6.0
55,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--30min.tif,0,0,inhibitor,corrected1,30,005,005,5467.5,7.0
55,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--30min.tif,0,0,inhibitor,corrected1,30,005,005,10289.25,8.0
55,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--30min.tif,0,0,inhibitor,corrected1,30,005,005,2391.75,9.0
56,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--35min.tif,0,0,inhibitor,corrected1,35,005,005,10653.75,2.0
56,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--35min.tif,0,0,inhibitor,corrected1,35,005,005,49560.75,1.0
56,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--35min.tif,0,0,inhibitor,corrected1,35,005,005,2335.5,3.0
56,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--35min.tif,0,0,inhibitor,corrected1,35,005,005,13068.0,4.0
56,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--35min.tif,0,0,inhibitor,corrected1,35,005,005,9436.5,5.0
56,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--35min.tif,0,0,inhibitor,corrected1,35,005,005,2346.75,5.0
56,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--35min.tif,0,0,inhibitor,corrected1,35,005,005,9420.75,6.0
56,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--35min.tif,0,0,inhibitor,corrected1,35,005,005,5485.5,7.0
56,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--35min.tif,0,0,inhibitor,corrected1,35,005,005,10363.5,8.0
56,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--35min.tif,0,0,inhibitor,corrected1,35,005,005,2560.5,9.0
57,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--40min.tif,0,0,inhibitor,corrected1,40,005,005,10671.75,2.0
57,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--40min.tif,0,0,inhibitor,corrected1,40,005,005,49486.5,1.0
57,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--40min.tif,0,0,inhibitor,corrected1,40,005,005,2349.0,3.0
57,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--40min.tif,0,0,inhibitor,corrected1,40,005,005,13171.5,4.0
57,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--40min.tif,0,0,inhibitor,corrected1,40,005,005,9450.0,5.0
57,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--40min.tif,0,0,inhibitor,corrected1,40,005,005,2333.25,5.0
57,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--40min.tif,0,0,inhibitor,corrected1,40,005,005,9436.5,6.0
57,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--40min.tif,0,0,inhibitor,corrected1,40,005,005,5476.5,7.0
57,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--40min.tif,0,0,inhibitor,corrected1,40,005,005,10469.25,8.0
57,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--40min.tif,0,0,inhibitor,corrected1,40,005,005,2504.25,9.0
58,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--45min.tif,0,0,inhibitor,corrected1,45,005,005,49497.75,1.0
58,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--45min.tif,0,0,inhibitor,corrected1,45,005,005,10719.0,2.0
58,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--45min.tif,0,0,inhibitor,corrected1,45,005,005,2398.5,3.0
58,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--45min.tif,0,0,inhibitor,corrected1,45,005,005,13263.75,4.0
58,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--45min.tif,0,0,inhibitor,corrected1,45,005,005,9423.0,5.0
58,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--45min.tif,0,0,inhibitor,corrected1,45,005,005,2299.5,5.0
58,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--45min.tif,0,0,inhibitor,corrected1,45,005,005,9416.25,6.0
58,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--45min.tif,0,0,inhibitor,corrected1,45,005,005,5517.0,7.0
58,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--45min.tif,0,0,inhibitor,corrected1,45,005,005,10595.25,8.0
58,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--45min.tif,0,0,inhibitor,corrected1,45,005,005,2558.25,9.0
59,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--50min.tif,0,0,inhibitor,corrected1,50,005,005,49738.5,1.0
59,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--50min.tif,0,0,inhibitor,corrected1,50,005,005,10829.25,2.0
59,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--50min.tif,0,0,inhibitor,corrected1,50,005,005,2403.0,3.0
59,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--50min.tif,0,0,inhibitor,corrected1,50,005,005,13527.0,4.0
59,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--50min.tif,0,0,inhibitor,corrected1,50,005,005,9499.5,5.0
59,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--50min.tif,0,0,inhibitor,corrected1,50,005,005,2317.5,5.0
59,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--50min.tif,0,0,inhibitor,corrected1,50,005,005,9524.25,6.0
59,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--50min.tif,0,0,inhibitor,corrected1,50,005,005,5530.5,7.0
59,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--50min.tif,0,0,inhibitor,corrected1,50,005,005,10950.75,8.0
59,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--50min.tif,0,0,inhibitor,corrected1,50,005,005,2587.5,9.0
60,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--55min.tif,0,0,inhibitor,corrected1,55,005,005,10894.5,2.0
60,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--55min.tif,0,0,inhibitor,corrected1,55,005,005,49623.75,1.0
60,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--55min.tif,0,0,inhibitor,corrected1,55,005,005,2371.5,3.0
60,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--55min.tif,0,0,inhibitor,corrected1,55,005,005,13637.25,4.0
60,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--55min.tif,0,0,inhibitor,corrected1,55,005,005,9465.75,5.0
60,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--55min.tif,0,0,inhibitor,corrected1,55,005,005,2297.25,5.0
60,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--55min.tif,0,0,inhibitor,corrected1,55,005,005,9535.5,6.0
60,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--55min.tif,0,0,inhibitor,corrected1,55,005,005,5564.25,7.0
60,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--55min.tif,0,0,inhibitor,corrected1,55,005,005,11101.5,8.0
60,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--55min.tif,0,0,inhibitor,corrected1,55,005,005,2605.5,9.0
61,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--00min.tif,0,0,inhibitor,corrected2,00,006,006,10194.75,1.0
61,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--00min.tif,0,0,inhibitor,corrected2,00,006,006,19800.0,2.0
61,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--00min.tif,0,0,inhibitor,corrected2,00,006,006,19836.0,3.0
61,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--00min.tif,0,0,inhibitor,corrected2,00,006,006,7609.5,4.0
61,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--00min.tif,0,0,inhibitor,corrected2,00,006,006,2781.0,5.0
61,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--00min.tif,0,0,inhibitor,corrected2,00,006,006,25620.75,6.0
61,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--00min.tif,0,0,inhibitor,corrected2,00,006,006,2466.0,7.0
61,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--00min.tif,0,0,inhibitor,corrected2,00,006,006,2340.0,8.0
61,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--00min.tif,0,0,inhibitor,corrected2,00,006,006,2117.25,9.0
62,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--05min.tif,0,0,inhibitor,corrected2,05,006,006,10676.25,1.0
62,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--05min.tif,0,0,inhibitor,corrected2,05,006,006,20092.5,2.0
62,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--05min.tif,0,0,inhibitor,corrected2,05,006,006,19964.25,3.0
62,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--05min.tif,0,0,inhibitor,corrected2,05,006,006,7800.75,4.0
62,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--05min.tif,0,0,inhibitor,corrected2,05,006,006,2369.25,5.0
62,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--05min.tif,0,0,inhibitor,corrected2,05,006,006,25794.0,6.0
62,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--05min.tif,0,0,inhibitor,corrected2,05,006,006,2607.75,7.0
62,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--05min.tif,0,0,inhibitor,corrected2,05,006,006,2511.0,8.0
62,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--05min.tif,0,0,inhibitor,corrected2,05,006,006,1901.25,9.0
63,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--10min.tif,0,0,inhibitor,corrected2,10,006,006,10143.0,1.0
63,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--10min.tif,0,0,inhibitor,corrected2,10,006,006,19584.0,2.0
63,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--10min.tif,0,0,inhibitor,corrected2,10,006,006,19586.25,3.0
63,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--10min.tif,0,0,inhibitor,corrected2,10,006,006,7571.25,4.0
63,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--10min.tif,0,0,inhibitor,corrected2,10,006,006,2756.25,5.0
63,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--10min.tif,0,0,inhibitor,corrected2,10,006,006,25350.75,6.0
63,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--10min.tif,0,0,inhibitor,corrected2,10,006,006,2547.0,7.0
63,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--10min.tif,0,0,inhibitor,corrected2,10,006,006,2522.25,8.0
63,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--10min.tif,0,0,inhibitor,corrected2,10,006,006,2112.75,9.0
64,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--15min.tif,0,0,inhibitor,corrected2,15,006,006,10041.75,1.0
64,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--15min.tif,0,0,inhibitor,corrected2,15,006,006,19568.25,2.0
64,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--15min.tif,0,0,inhibitor,corrected2,15,006,006,19494.0,3.0
64,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--15min.tif,0,0,inhibitor,corrected2,15,006,006,7528.5,4.0
64,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--15min.tif,0,0,inhibitor,corrected2,15,006,006,2562.75,5.0
64,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--15min.tif,0,0,inhibitor,corrected2,15,006,006,25231.5,6.0
64,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--15min.tif,0,0,inhibitor,corrected2,15,006,006,2452.5,7.0
64,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--15min.tif,0,0,inhibitor,corrected2,15,006,006,2409.75,8.0
64,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--15min.tif,0,0,inhibitor,corrected2,15,006,006,2056.5,9.0
65,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--20min.tif,0,0,inhibitor,corrected2,20,006,006,9951.75,1.0
65,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--20min.tif,0,0,inhibitor,corrected2,20,006,006,19539.0,2.0
65,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--20min.tif,0,0,inhibitor,corrected2,20,006,006,19453.5,3.0
65,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--20min.tif,0,0,inhibitor,corrected2,20,006,006,7526.25,4.0
65,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--20min.tif,0,0,inhibitor,corrected2,20,006,006,2643.75,5.0
65,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--20min.tif,0,0,inhibitor,corrected2,20,006,006,25114.5,6.0
65,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--20min.tif,0,0,inhibitor,corrected2,20,006,006,2385.0,7.0
65,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--20min.tif,0,0,inhibitor,corrected2,20,006,006,2434.5,8.0
65,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--20min.tif,0,0,inhibitor,corrected2,20,006,006,2112.75,9.0
66,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--25min.tif,0,0,inhibitor,corrected2,25,006,006,9866.25,1.0
66,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--25min.tif,0,0,inhibitor,corrected2,25,006,006,19487.25,2.0
66,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--25min.tif,0,0,inhibitor,corrected2,25,006,006,19424.25,3.0
66,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W006--corrected2--inhibitor/W006--corrected2--inhibitor--25min.tif,0,0,inhibitor,corrected2,25,006,006,7598.25,4.0
